name,variant,window_fraction,noise_sigma,mae,rmse,r2,mape,auroc,n_samples
cross_system_D,physics_lstm,0.2,0.0,0.49747571574541954,0.6617390978810235,0.7060463815676385,7.243779714575063,0.7576447271681105,832
cross_system_E,physics_lstm,0.2,0.0,0.7575762449992398,1.2171628726839028,0.5327804664785951,9.924734189350113,0.6917397117813103,784
