name,variant,window_fraction,noise_sigma,mae,rmse,r2,mape,auroc,n_samples
cross_system_D,physics_lstm,0.2,0.0,1.2938766274365494,1.9947238948167179,0.31048523191293487,17.663045989535973,0.7564534231200898,60
cross_system_E,physics_lstm,0.2,0.0,1.9202186300801793,2.8051446562290723,0.012223695632136988,27.033681305057094,0.6570175438596491,68
