name,variant,window_fraction,noise_sigma,mae,rmse,r2,mape,auroc,n_samples
cross_system_A,physics_lstm,0.2,0.0,1.164428066167724,2.12023247491949,0.48983239588220207,9.504711467335431,0.9785168539325841,214
cross_system_B,physics_lstm,0.2,0.0,0.39647911279226516,0.5840749142341287,0.8673397571775836,4.5954523543037995,0.9805723035697196,291
cross_system_C,physics_lstm,0.2,0.0,0.16212414528340827,0.22238651918265243,0.9358706004232749,2.330385877601468,0.9896077512111268,239
