name,variant,window_fraction,noise_sigma,mae,rmse,r2,mape,auroc,n_samples
cross_system_D,transformer,30,0.0,0.7328112655074515,0.951663593591169,0.7341810387927248,12.346823857798128,0.8903484543827475,605
cross_system_E,transformer,30,0.0,1.0010199339907204,1.5063830199922867,0.5671805623319823,14.937825536833962,0.800541901348353,615
