name,variant,scenario,window_fraction,noise_sigma,mae,rmse,r2,mape,auroc,n_samples
cross_system_D,physics_lstm,D,0.2,0.0,0.580963865739546,0.8534228873716334,0.7372984783101002,8.726497084486464,0.76648,225
cross_system_E,physics_lstm,E,0.2,0.0,1.2205228983208165,1.8628131586741519,0.4721239656157211,15.358615557580316,0.770079495614035,242
