name,variant,window_fraction,noise_sigma,mae,rmse,r2,mape,auroc,n_samples
cross_system_D,physics_lstm,0.2,0.0,0.7920898826686885,1.008041865512607,0.7398765328724399,12.850933025297124,0.7886950904392764,614
cross_system_E,physics_lstm,0.2,0.0,1.0547349985963734,1.4936991010468834,0.5746689009220516,16.246427845423575,0.7590660280533699,612
