name,variant,window_fraction,noise_sigma,mae,rmse,r2,mape,auroc,n_samples
window_f0.05,physics_lstm,0.05,0.0,0.8250901786184978,1.7750450548751882,0.7114445444348063,9.170359442222825,0.9330526315789474,120
window_f0.10,physics_lstm,0.1,0.0,0.8133069680811512,1.7385891127003044,0.7231755541956582,9.61927715403462,0.9498207885304659,120
window_f0.15,physics_lstm,0.15,0.0,0.7726269311468099,1.7023422895186067,0.7345979312375794,8.80486890786642,0.9474431818181818,120
window_f0.20,physics_lstm,0.2,0.0,0.7024350696064826,1.698409374643048,0.7358228294296312,7.650835292405205,0.8719327731092437,120
window_f0.30,physics_lstm,0.3,0.0,0.6765256757200063,1.7037267221890076,0.7341660783674456,6.956765170595762,0.9690624999999999,120
window_f0.50,physics_lstm,0.5,0.0,0.6735327171496152,1.8021571301850616,0.6970689399420298,5.590652182227504,0.989880059970015,104
