name,variant,window_fraction,noise_sigma,mae,rmse,r2,mape,auroc,n_samples
cross_system_D,physics_lstm,0.2,0.0,0.8713966208355657,1.1744702427911804,0.5369579872203862,14.778587072675883,0.802176425490039,592
cross_system_E,physics_lstm,0.2,0.0,1.0561691801576847,1.501806363319816,0.4517306867665296,18.21569008794557,0.7577264192165523,582
